Ngrams,Negation,Contrast,Positive entities,Negative entities,Class
the alleged,false,0,2,1,negative
hostile tender,false,0,0,0,negative
reported a,false,0,1,0,negative
million fiscal,false,0,1,0,negative
fiscal first,false,0,1,0,negative
first quarter,false,0,1,0,negative
high level,false,0,0,0,negative
level of,false,0,0,0,negative
raise short,false,0,0,1,negative
short term,false,0,0,1,negative
went out,false,0,0,0,negative
out on,false,0,0,0,negative
not sold,true,0,1,0,negative
lag average,false,0,0,0,negative
internet s,false,0,0,0,negative
s continued,false,0,0,0,negative
hate filled,false,0,0,0,negative
saw little,false,0,0,1,negative
weak first,false,0,0,1,negative
hastened a,false,0,0,0,negative
a downward,false,0,0,0,negative
close it,false,0,0,0,negative
six percent,false,0,0,0,negative
held us,false,0,0,0,negative
huge financial,false,0,1,1,negative
weaken the,false,0,0,0,negative
has threatened,false,0,0,1,negative
threatened to,false,0,0,1,negative
to pull,false,0,0,1,negative
pull the,false,0,0,1,negative
threat sent,false,0,0,0,negative
swedish crown,false,0,0,0,negative
slowing profits,false,0,0,0,negative
slightly lower,false,0,0,0,negative
lower rate,false,0,0,0,negative
rate of,false,0,0,0,negative
weaker profit,false,0,0,0,negative
weaker market,false,0,0,0,negative
hit by,false,0,0,2,negative
by weak,false,0,0,2,negative
weak consumer,false,0,0,2,negative
vulnerable to,false,0,0,0,negative
vulnerable to,false,0,0,0,negative
spurring anti,false,0,0,1,negative
anti eu,false,0,0,1,negative
facing down,false,0,0,0,negative
down legal,false,0,0,0,negative
endorse strict,false,0,1,0,negative
strict new,false,0,1,0,negative
jury deliberations,false,0,0,1,negative
deliberations about,false,0,0,1,negative
about to,false,0,0,1,negative
to start,false,0,0,1,negative
start in,false,0,0,1,negative
in a,false,0,0,1,negative
a key,false,0,0,1,negative
key smoking,false,0,0,1,negative
held liable,false,0,0,1,negative
liable for,false,0,0,1,negative
for a,false,0,0,1,negative
a smoker,false,0,0,1,negative
smoker s,false,0,0,1,negative
s addiction,false,0,0,1,negative
addiction that,false,0,0,1,negative
that allegedly,false,0,0,1,negative
allegedly led,false,0,0,1,negative
led to,false,0,0,1,negative
concerns about,false,0,0,0,negative
about the,false,0,0,0,negative
the indiana,false,0,0,0,negative
fighting more,false,0,0,0,negative
more bad,false,0,0,0,negative
avoid eating,false,0,0,1,negative
mad cow,false,0,0,1,negative
cow disease,false,0,0,1,negative
disease can,false,0,0,1,negative
can be,false,0,0,1,negative
be transmitted,false,0,0,1,negative
transmitted to,false,0,0,1,negative
to the,false,0,0,1,negative
closed sharply,false,0,1,0,negative
triggered a,false,0,0,0,negative
a political,false,0,0,0,negative
shocked many,false,0,0,0,negative
many by,false,0,0,0,negative
by the,false,0,0,0,negative
the ferocity,false,0,0,0,negative
ferocity of,false,0,0,0,negative
of its,false,0,0,0,negative
ruling it,false,0,0,0,negative
it out,false,0,0,0,negative
out as,false,0,0,0,negative
as a,false,0,0,0,negative
looking mighty,false,0,0,1,negative
proved a,false,0,0,0,negative
a major,false,0,0,0,negative
expected to,false,0,0,1,negative
slow to,false,0,0,2,negative
to less,false,0,0,2,negative
less than,false,0,0,2,negative
might walk,false,0,0,0,negative
walk out,false,0,0,0,negative
fell in,false,0,0,1,negative
in sluggish,false,0,0,1,negative
low volume,false,0,0,2,negative
low volatility,false,0,0,2,negative
political protest,false,0,0,0,negative
forced to,false,0,0,0,negative
the problems,false,0,1,0,negative
problems plaguing,false,0,1,0,negative
plaguing the,false,0,1,0,negative
the utility,false,0,1,0,negative
utility s,false,0,1,0,negative
s nuclear,false,0,1,0,negative
nuclear operations,false,0,1,0,negative
operations stemmed,false,0,1,0,negative
stemmed from,false,0,1,0,negative
permit and,false,0,0,0,negative
and strongly,false,0,0,0,negative
battle is,false,0,0,0,negative
ended floor,false,0,0,0,negative
floor dealings,false,0,0,0,negative
extended their,false,0,0,0,negative
defy order,false,0,0,1,negative
order to,false,0,0,1,negative
to return,false,0,0,1,negative
return to,false,0,0,1,negative
would continue,false,0,0,0,negative
continue the,false,0,0,0,negative
unfazed by,false,0,0,0,negative
by sanctions,false,0,0,0,negative
assessing the,false,0,0,0,negative
the deal,false,0,0,0,negative
will not,true,0,0,1,negative
not be,true,0,0,1,negative
would not,true,0,0,0,negative
filed a,false,0,0,0,negative
a corruption,false,0,0,0,negative
corruption case,false,0,0,0,negative
one day,false,0,0,0,negative
day strikes,false,0,0,0,negative
strikes in,false,0,0,0,negative
bowed to,false,0,0,0,negative
to market,false,0,0,0,negative
likely to,false,0,0,1,negative
to remain,false,0,0,1,negative
suffered an,false,0,0,1,negative
an unexpected,false,0,0,1,negative
back into,false,0,0,1,negative
into the,false,0,0,1,negative
the damaging,false,0,0,1,negative
damaging boom,false,0,0,1,negative
boom bust,false,0,0,1,negative
cycle that,false,0,0,1,negative
that has,false,0,0,1,negative
has plagued,false,0,0,1,negative
plagued it,false,0,0,1,negative
too general,false,0,0,2,negative
general and,false,0,0,2,negative
and failed,false,0,0,2,negative
failed to,false,0,0,2,negative
to detail,false,0,0,2,negative
detail specific,false,0,0,2,negative
specific product,false,0,0,2,negative
product lines,false,0,0,2,negative
lines and,false,0,0,2,negative
and a,false,0,0,2,negative
a timeframe,false,0,0,2,negative
timeframe for,false,0,0,2,negative
could not,true,0,0,0,negative
not be,true,0,0,0,negative
lodge a,false,0,0,0,negative
push the,false,0,0,1,negative
the island,false,0,0,1,negative
island into,false,0,0,1,negative
into diplomatic,false,0,0,1,negative
leave englewood,false,0,0,1,negative
based roc,false,0,0,1,negative
roc communities,false,0,0,1,negative
communities in,false,0,0,1,negative
in the,false,0,0,1,negative
offered no,true,0,0,0,negative
raise prices,false,0,0,0,negative-uncertain
prices after,false,0,0,0,negative-uncertain
after minimum,false,0,0,0,negative-uncertain
minimum wage,false,0,0,0,negative-uncertain
