Ngrams,Class
rise in,positive
in the,positive
the dow,positive
dow yesterday,positive
yesterday and,positive
and the,positive
the followthrough,positive
followthrough effect,positive
effect of,positive
of yesterday,positive
yesterday s,positive
s sizeable,positive
sizeable cut,positive
cut in,positive
in the,positive
the german,positive
german repo,positive
the ftse,positive
points up,positive
up at,positive
beating the,positive
the previous,positive
previous trading,positive
trading high,positive
high of,positive
but the,positive
the fact,positive
fact that,positive
that its,positive
its gone,positive
gone through,positive
in a,positive
a reasonably,positive
reasonably big,positive
big way,positive
way is,positive
is encouraging,positive
second line,positive
line stocks,positive
stocks were,positive
were also,positive
also higher,positive
with the,positive
the mid,positive
scoring a,positive
points gain,positive
gain at,positive
but standing,positive
standing nearly,positive
points below,positive
below its,positive
its best,positive
best closing,positive
closing level,positive
his press,positive
press service,positive
service said,positive
said he,positive
he had,positive
had empowered,positive
empowered lebed,positive
lebed to,positive
to hold,positive
hold talks,positive
talks aimed,positive
aimed at,positive
at a,positive
a political,positive
political accord,positive
accord defining,positive
defining chechnya,positive
chechnya as,positive
as an,positive
an integral,positive
integral part,positive
part of,positive
yeltsin blesses,positive
blesses lebed,positive
lebed bid,positive
bid for,positive
for chechnya,positive
for the,positive
the week,positive
it was,positive
was up,positive
blue chip,positive
chip stocks,positive
stocks now,positive
now the,positive
the dream,positive
dream team,positive
team on,positive
on wall,positive
blue chip,positive
chip stocks,positive
stocks have,positive
have become,positive
become the,positive
the dream,positive
dream team,positive
team on,positive
on wall,positive
wall street,positive
street as,positive
as investors,positive
burnt by,positive
by the,positive
the recent,positive
recent rout,positive
rout of,positive
of small,positive
small stocks,positive
run to,positive
to the,positive
the safety,positive
safety of,positive
the world,positive
world s,positive
s most,positive
most closely,positive
closely watched,positive
watched index,positive
index of,positive
of blue,positive
blue chip,positive
chip stocks,positive
stocks rallied,positive
rallied thursday,positive
thursday to,positive
to within,positive
points of,positive
of its,positive
its record,positive
record close,positive
close of,positive
on friday,positive
the market,positive
market slipped,positive
slipped on,positive
on profit,positive
profit taking,positive
taking to,positive
to end,positive
end at,positive
earlier the,positive
the contract,positive
contract traded,positive
traded close,positive
close to,positive
to four,positive
four month,positive
month highs,positive
propped up,positive
up by,positive
by rising,positive
rising demand,positive
demand for,positive
for energy,positive
energy ahead,positive
ahead of,positive
of the,positive
shares finished,positive
finished the,positive
the week,positive
week as,positive
as they,positive
they began,positive
setting record,positive
record highs,positive
after the,positive
the bundesbank,positive
bundesbank s,positive
s decision,positive
decision to,positive
to ease,positive
ease monetary,positive
monetary policy,positive
policy triggered,positive
triggered cuts,positive
cuts in,positive
in interest,positive
interest rates,positive
stronger than,positive
than expected,positive
expected u,positive
u s,positive
data took,positive
took the,positive
the shine,positive
shine off,positive
off the,positive
the market,positive
market briefly,positive
briefly before,positive
before shares,positive
shares recovered,positive
recovered to,positive
to end,positive
end at,positive
at a,positive
a record,positive
record close,positive
close of,positive
on the,positive
the ftse,positive
ftse index,positive
a rise,positive
rise of,positive
points on,positive
on the,positive
the day,positive
analysts recently,positive
recently have,positive
have been,positive
been debating,positive
debating whether,positive
whether a,positive
a devaluation,positive
devaluation of,positive
of the,positive
the crown,positive
crown might,positive
might be,positive
be needed,positive
needed to,positive
to boost,positive
boost exports,positive
exports and,positive
and help,positive
help stem,positive
stem a,positive
a ballooning,positive
the ibis,positive
ibis dax,positive
dax index,positive
which measures,positive
measures all,positive
all day,positive
day electronic,positive
electronic trade,positive
trade in,positive
in german,positive
german blue,positive
blue chips,positive
ended the,positive
the day,positive
turkey says,positive
says shell,positive
shell lng,positive
lng deal,positive
deal move,positive
move shows,positive
the shell,positive
shell investment,positive
investment intention,positive
intention shows,positive
shows the,positive
the level,positive
level of,positive
of confidence,positive
confidence in,positive
in turkey,positive
turkey from,positive
from foreign,positive
foreign investors,positive
said a,positive
a senior,positive
senior energy,positive
energy official,positive
who declined,positive
the turkish,positive
turkish arm,positive
arm of,positive
of the,positive
the anglo,positive
anglo dutch,positive
dutch oil,positive
oil giant,positive
giant said,positive
said on,positive
on friday,positive
friday it,positive
it had,positive
had applied,positive
applied to,positive
to the,positive
the energy,positive
energy ministry,positive
ministry to,positive
to build,positive
build a,positive
a liquefied,positive
liquefied natural,positive
natural gas,positive
gas lng,positive
terminal and,positive
and power,positive
power plant,positive
plant complex,positive
complex that,positive
that would,positive
would have,positive
have a,positive
a total,positive
total power,positive
honda s,positive
s group,positive
group net,positive
net profit,positive
profit in,positive
in the,positive
the first,positive
first quarter,positive
quarter of,positive
of the,positive
the business,positive
business year,positive
year that,positive
that began,positive
began april,positive
percent from,positive
from a,positive
a year,positive
year before,positive
before to,positive
billion yen,positive
mainly due,positive
due to,positive
to strong,positive
managing director,positive
director kunihiro,positive
kunihiro chujo,positive
chujo said,positive
said group,positive
group profits,positive
profits in,positive
in the,positive
the first,positive
first quarter,positive
quarter were,positive
were pushed,positive
pushed up,positive
up by,positive
billion yen,positive
due to,positive
to the,positive
the weaker,positive
weaker yen,positive
which averaged,positive
yen to,positive
to the,positive
the dollar,positive
dollar compared,positive
compared with,positive
yen to,positive
booming sales,positive
sales of,positive
of recreational,positive
recreational vehicles,positive
vehicles boosted,positive
boosted operating,positive
operating profits,positive
profits by,positive
billion yen,positive
recreational vehicles,positive
vehicles boost,positive
boost japanese,positive
japanese automaker,positive
honda motor,positive
motor co,positive
said friday,positive
friday its,positive
its first,positive
first quarter,positive
quarter profits,positive
profits nearly,positive
nearly quadrupled,positive
quadrupled from,positive
from a,positive
a year,positive
year earlier,positive
thanks to,positive
to booming,positive
booming demand,positive
demand for,positive
for recreational,positive
recreational vehicles,positive
vehicles and,positive
toyota motor,positive
motor corp,positive
japan s,positive
s biggest,positive
biggest carmaker,positive
and nissan,positive
nissan motor,positive
motor co,positive
its closest,positive
closest rival,positive
said robust,positive
robust demand,positive
demand for,positive
for recreational,positive
recreational vehicles,positive
vehicles also,positive
also boosted,positive
boosted their,positive
but he,positive
he told,positive
told the,positive
the edinburgh,positive
edinburgh international,positive
international television,positive
television festival,positive
festival that,positive
that the,positive
the world,positive
world service,positive
service was,positive
was safe,positive
safe in,positive
shares finished,positive
finished the,positive
the week,positive
week as,positive
as they,positive
they began,positive
setting record,positive
record highs,positive
after the,positive
the bundesbank,positive
bundesbank s,positive
s decision,positive
decision to,positive
to ease,positive
ease monetary,positive
monetary policy,positive
policy triggered,positive
triggered cuts,positive
cuts in,positive
in interest,positive
interest rates,positive
stronger than,positive
than expected,positive
expected u,positive
u s,positive
data took,positive
took the,positive
the shine,positive
shine off,positive
off the,positive
the market,positive
market briefly,positive
briefly before,positive
before shares,positive
shares recovered,positive
recovered to,positive
to end,positive
end at,positive
at a,positive
a record,positive
record close,positive
close of,positive
on the,positive
the ftse,positive
ftse index,positive
a rise,positive
rise of,positive
points on,positive
on the,positive
the day,positive
harris says,positive
says hikes,positive
hikes dividend,positive
electronics firm,positive
firm harris,positive
harris corp,positive
corp said,positive
said its,positive
its board,positive
board of,positive
of directors,positive
directors increased,positive
increased the,positive
the quarterly,positive
quarterly dividend,positive
percent to,positive
per share,positive
harris reported,positive
reported record,positive
record performance,positive
performance for,positive
for its,positive
its fiscal,positive
fiscal year,positive
year ended,positive
ended june,positive
with orders,positive
net income,positive
and earnings,positive
earnings per,positive
per share,positive
share all,positive
the central,positive
central florida,positive
florida company,positive
company reported,positive
reported earnings,positive
earnings per,positive
per share,positive
share for,positive
for the,positive
the year,positive
year rose,positive
percent to,positive
and net,positive
net income,positive
income rose,positive
an indiana,positive
indiana jury,positive
jury on,positive
on friday,positive
friday ruled,positive
ruled in,positive
in favor,positive
favor of,positive
of four,positive
four tobacco,positive
tobacco companies,positive
companies in,positive
in a,positive
a liability,positive
liability suit,positive
suit filed,positive
filed by,positive
by the,positive
the widow,positive
widow and,positive
and family,positive
family of,positive
of a,positive
a longtime,positive
longtime smoker,positive
smoker who,positive
who died,positive
they sought,positive
sought unspecified,positive
unspecified damages,positive
contending that,positive
that the,positive
the tobacco,positive
tobacco industry,positive
industry peddled,positive
peddled an,positive
an addictive,positive
addictive product,positive
product that,positive
that caused,positive
caused rogers,positive
china s,positive
s southern,positive
southern guangzhou,positive
guangzhou city,positive
city has,positive
has promised,positive
promised relief,positive
relief to,positive
to foreign,positive
foreign firms,positive
firms burdened,positive
burdened by,positive
by more,positive
more than,positive
kinds of,positive
of administrative,positive
administrative fees,positive
fees and,positive
and charges,positive
the official,positive
official xinhua,positive
xinhua news,positive
news agency,positive
the economics,positive
economics ministry,positive
ministry would,positive
would take,positive
take measures,positive
measures to,positive
to boost,positive
boost local,positive
local manufacturers,positive
manufacturers s,positive
s investment,positive
investment willingness,positive
willingness and,positive
and provide,positive
provide incentives,positive
incentives for,positive
for foreign,positive
foreign investment,positive
wang was,positive
the draft,positive
draft law,positive
law was,positive
was designed,positive
designed to,positive
to improve,positive
improve the,positive
the quality,positive
quality of,positive
of construction,positive
construction projects,positive
boost safety,positive
safety and,positive
and protect,positive
protect the,positive
the rights,positive
rights of,positive
of both,positive
both builders,positive
builders and,positive
and users,positive
the committee,positive
committee would,positive
would also,positive
also consider,positive
consider a,positive
a bill,positive
bill to,positive
to bring,positive
bring order,positive
order to,positive
to chinese,positive
chinese coal,positive
coal mines,positive
mines by,positive
by curbing,positive
curbing illegal,positive
illegal mining,positive
poor security,positive
security and,positive
and bad,positive
bad management,positive
he said,positive
said i,positive
i would,positive
would be,positive
be a,positive
a perfect,positive
perfect lightening,positive
lightening rod,positive
rod for,positive
for a,positive
a class,positive
class action,positive
india bajaj,positive
bajaj auto,positive
auto apr,positive
apr july,positive
july turnover,positive
the chief,positive
chief of,positive
of scooter,positive
scooter giant,positive
giant bajaj,positive
bajaj auto,positive
auto said,positive
said on,positive
on saturday,positive
saturday that,positive
that the,positive
the company,positive
company s,positive
s turnover,positive
turnover rose,positive
percent in,positive
in the,positive
the first,positive
first four,positive
four months,positive
months of,positive
of fiscal,positive
the turnover,positive
inclusive of,positive
of other,positive
other income,positive
income and,positive
and exports,positive
rose to,positive
billion rupees,positive
rupees during,positive
during april,positive
april july,positive
july against,positive
billion in,positive
in the,positive
the year,positive
year ago,positive
ago period,positive
chairman rahul,positive
rahul bajaj,positive
bajaj told,positive
told shareholders,positive
shareholders at,positive
at the,positive
the firm,positive
firm s,positive
s annual,positive
annual general,positive
general meeting,positive
meeting at,positive
at pune,positive
a company,positive
company statement,positive
statement said,positive
said total,positive
total production,positive
production was,positive
percent higher,positive
higher during,positive
the company,positive
company said,positive
said it,positive
it improved,positive
improved its,positive
its market,positive
market share,positive
share for,positive
for scooters,positive
scooters to,positive
percent in,positive
in the,positive
the four,positive
four months,positive
months against,positive
percent in,positive
in the,positive
tennis medvedev,positive
damm reach,positive
reach hamlet,positive
hamlet cup,positive
andrei medvedev,positive
medvedev of,positive
of ukraine,positive
seeded fifth,positive
and unseeded,positive
unseeded martin,positive
martin damm,positive
damm of,positive
of czech,positive
czech republic,positive
republic won,positive
won semifinal,positive
semifinal matches,positive
matches on,positive
on saturday,positive
saturday in,positive
in the,positive
the hamlet,positive
finland s,positive
s juha,positive
juha kankkunen,positive
kankkunen produced,positive
produced an,positive
an impressive,positive
impressive performance,positive
performance in,positive
in his,positive
his toyota,positive
toyota on,positive
on saturday,positive
saturday to,positive
to open,positive
open up,positive
up a,positive
seconds lead,positive
lead after,positive
after six,positive
six stages,positive
stages of,positive
of the,positive
lakes rally,positive
sixth round,positive
on a,positive
a weekend,positive
weekend overshadowed,positive
overshadowed by,positive
by friday,positive
friday s,positive
s fatal,positive
fatal accident,positive
four times,positive
times world,positive
world champion,positive
champion kankunnen,positive
kankunnen emerged,positive
emerged from,positive
from the,positive
the first,positive
first five,positive
five of,positive
of saturday,positive
saturday s,positive
stages with,positive
with a,positive
a commanding,positive
commanding advantage,positive
advantage over,positive
over his,positive
his country,positive
country s,positive
s latest,positive
latest prospect,positive
marcus gronholm,positive
the canadian,positive
canadian clocked,positive
clocked a,positive
a best,positive
best time,positive
time of,positive
of one,positive
one minute,positive
seconds in,positive
in his,positive
his renault,positive
renault powered,positive
powered car,positive
car just,positive
just over,positive
over halfway,positive
halfway through,positive
through the,positive
the hour,positive
hour long,positive
long session,positive
session and,positive
and immediately,positive
immediately before,positive
golf tiger,positive
tiger woods,positive
woods reaches,positive
it was,positive
was a,positive
a good,positive
good match,positive
match for,positive
for me,positive
me and,positive
and a,positive
a good,positive
good win,positive
vicario of,positive
of the,positive
the minute,positive
i m,positive
i m,positive
m yelling,positive
yelling inside,positive
inside me,positive
kucera said,positive
said after,positive
after holding,positive
holding off,positive
off chang,positive
chang s,positive
s rally,positive
rally from,positive
in the,positive
expectations were,positive
were sky,positive
sky high,positive
high at,positive
at st,positive
st james,positive
park at,positive
at the,positive
the start,positive
start of,positive
of the,positive
the season,positive
season after,positive
after england,positive
england striker,positive
striker alan,positive
alan shearer,positive
shearer joined,positive
joined the,positive
the tynesiders,positive
tynesiders from,positive
from blackburn,positive
blackburn for,positive
for a,positive
a world,positive
world record,positive
pakistan had,positive
had reached,positive
for four,positive
four when,positive
when the,positive
the weather,positive
weather intervened,positive
intervened for,positive
for the,positive
the final,positive
final time,positive
giving them,positive
them a,positive
a lead,positive
lead of,positive
runs with,positive
with two,positive
two days,positive
days remaining,positive
remaining to,positive
to safeguard,positive
safeguard their,positive
lead in,positive
who started,positive
started the,positive
the current,positive
current round,positive
round of,positive
of matches,positive
matches in,positive
in fifth,positive
fifth place,positive
points behind,positive
behind leaders,positive
leaders derbyshire,positive
derbyshire with,positive
with a,positive
a game,positive
game in,positive
in hand,positive
could go,positive
go top,positive
top if,positive
if they,positive
they complete,positive
complete victory,positive
victory on,positive
on monday,positive
monday s,positive
s last,positive
last day,positive
day and,positive
cricket anwar,positive
anwar keeps,positive
keeps pakistan,positive
pakistan on,positive
new zealand,positive
zealand made,positive
made history,positive
history on,positive
on saturday,positive
saturday when,positive
when they,positive
they completed,positive
completed their,positive
their first,positive
first series,positive
series victory,positive
victory in,positive
in south,positive
south africa,positive
africa with,positive
with a,positive
victory in,positive
the win,positive
win gave,positive
gave the,positive
the all,positive
all blacks,positive
blacks an,positive
an unbeatable,positive
lead in,positive
in the,positive
the three,positive
rugby union,positive
union new,positive
new zealand,positive
zealand win,positive
win first,positive
first series,positive
series in,positive
in south,positive
taranaki pulled,positive
pulled off,positive
off the,positive
the biggest,positive
biggest surprise,positive
surprise of,positive
of the,positive
the new,positive
new zealand,positive
zealand rugby,positive
rugby season,positive
season by,positive
by beating,positive
beating national,positive
national champions,positive
champions auckland,positive
to lift,positive
lift the,positive
the ranfurly,positive
ranfurly shield,positive
shield at,positive
at auckland,positive
auckland s,positive
s eden,positive
rugby union,positive
union taranaki,positive
taranaki upset,positive
upset auckland,positive
auckland to,positive
to steal,positive
steal ranfurly,positive
sailing u,positive
u s,positive
adventurer break,positive
break sailing,positive
american adventurer,positive
adventurer steve,positive
steve fossett,positive
who in,positive
completed the,positive
the first,positive
first solo,positive
solo crossing,positive
crossing of,positive
of the,positive
the pacific,positive
pacific ocean,positive
ocean by,positive
by balloon,positive
on saturday,positive
saturday broke,positive
broke the,positive
the world,positive
world speed,positive
speed record,positive
record for,positive
for crossing,positive
sailed non,positive
non stop,positive
stop aboard,positive
aboard his,positive
his trimaran,positive
trimaran lakota,positive
from yokohama,positive
to san,positive
san francisco,positive
francisco in,positive
hours and,positive
knocking three,positive
three days,positive
days off,positive
off the,positive
the speed,positive
speed record,positive
record set,positive
set by,positive
by john,positive
john oman,positive
oman in,positive
in july,positive
according to,positive
to bo,positive
this is,positive
is steve,positive
steve s,positive
s greatest,positive
greatest accomplishment,positive
accomplishment in,positive
to be,positive
be the,positive
the world,positive
world record,positive
record holder,positive
holder in,positive
in this,positive
this will,positive
will give,positive
give steve,positive
steve great,positive
great personal,positive
personal satisfaction,positive
kemper said,positive
said early,positive
brando s,positive
s island,positive
island of,positive
of dr,positive
opens at,positive
at top,positive
top of,positive
the island,positive
island of,positive
of dr,positive
overcame some,positive
some of,positive
of the,positive
the worst,positive
worst reviews,positive
reviews of,positive
of the,positive
the year,positive
year to,positive
to open,positive
open at,positive
at the,positive
the top,positive
top of,positive
of the,positive
the u,positive
u s,positive
box office,positive
office with,positive
with an,positive
an estimated,positive
estimated gross,positive
gross of,positive
golf mickelson,positive
mickelson wins,positive
wins fourth,positive
fourth title,positive
title of,positive
of year,positive
year in,positive
computer associates,positive
associates international,positive
international inc,positive
is expected,positive
expected to,positive
to unveil,positive
unveil monday,positive
monday a,positive
a new,positive
new internet,positive
internet division,positive
division that,positive
that promises,positive
promises to,positive
to save,positive
save businesses,positive
businesses from,positive
from the,positive
the headaches,positive
headaches of,positive
of seeking,positive
seeking numerous,positive
numerous vendors,positive
vendors now,positive
now needed,positive
needed to,positive
to set,positive
set up,positive
up and,positive
if the,positive
the technology,positive
technology to,positive
to link,positive
link the,positive
the internet,positive
internet and,positive
and the,positive
the home,positive
home television,positive
television can,positive
can be,positive
be developed,positive
developed it,positive
it must,positive
must be,positive
bskyb shares,positive
shares rose,positive
rose p,positive
p to,positive
to p,positive
p in,positive
in london,positive
london on,positive
on friday,positive
friday as,positive
as the,positive
the market,positive
market reacted,positive
reacted positively,positive
positively to,positive
to a,positive
a newspaper,positive
newspaper report,positive
report of,positive
of the,positive
the planned,positive
planned television,positive
television link,positive
link to,positive
to the,positive
this transaction,positive
transaction provides,positive
bass with,positive
with the,positive
the opportunity,positive
opportunity to,positive
to respond,positive
respond positively,positive
positively to,positive
to market,positive
market trends,positive
trends by,positive
by increasing,positive
increasing our,positive
our own,positive
own competitiveness,positive
both at,positive
at home,positive
home and,positive
and overseas,positive
bass chairman,positive
chairman ian,positive
lloyd s,positive
s of,positive
of london,positive
london said,positive
said on,positive
on sunday,positive
sunday that,positive
percent of,positive
of its,positive
its members,positive
members had,positive
had accepted,positive
accepted its,positive
its recovery,positive
recovery plan,positive
plan as,positive
as of,positive
we are,positive
are hopeful,positive
hopeful that,positive
that they,positive
they can,positive
can say,positive
say there,positive
there s,positive
s nothing,positive
nothing wrong,positive
wrong with,positive
with what,positive
what we,positive
but he,positive
he was,positive
was hopeful,positive
hopeful that,positive
that there,positive
there would,positive
would be,positive
be a,positive
a speedy,positive
speedy resolution,positive
resolution to,positive
to any,positive
any mmc,positive
mmc inquiry,positive
within an,positive
an eight,positive
eight to,positive
whitbread added,positive
added there,positive
there may,positive
may be,positive
be benefits,positive
benefits for,positive
for it,positive
it if,positive
if brands,positive
brands were,positive
were released,positive
released as,positive
as part,positive
part of,positive
of the,positive
the conditions,positive
conditions for,positive
for allowing,positive
allowing the,positive
the bass,positive
bass purchase,positive
purchase to,positive
to go,positive
go through,positive
and expected,positive
expected sales,positive
sales opportunities,positive
opportunities in,positive
in the,positive
the confusion,positive
confusion which,positive
which always,positive
always exists,positive
exists in,positive
allied said,positive
said bass,positive
bass will,positive
if required,positive
supply substantially,positive
substantially more,positive
more than,positive
than half,positive
half of,positive
of allied,positive
allied domecq,positive
domecq retailing,positive
retailing s,positive
s requirements,positive
including tetley,positive
tetley bitter,positive
at pre,positive
allied domecq,positive
domecq s,positive
s sale,positive
sale of,positive
of its,positive
its half,positive
half share,positive
share in,positive
in anglo,positive
anglo danish,positive
danish brewer,positive
brewer carlsberg,positive
carlsberg tetley,positive
tetley will,positive
will come,positive
come as,positive
as a,positive
a relief,positive
relief to,positive
to the,positive
the company,positive
company which,positive
which has,positive
has tried,positive
tried long,positive
long and,positive
and hard,positive
hard to,positive
bratsk aluminium,positive
aluminium sees,positive
sees output,positive
output rising,positive
output will,positive
will rise,positive
rise to,positive
tonnes in,positive
tonnes by,positive
he told,positive
told a,positive
we want,positive
want to,positive
to return,positive
return to,positive
to our,positive
our peak,positive
peak production,positive
he said,positive
said peak,positive
peak production,positive
production was,positive
without naming,positive
naming the,positive
the year,positive
year that,positive
that was,positive
was achieved,positive
and said,positive
said the,positive
the company,positive
company would,positive
would reach,positive
reach that,positive
that level,positive
lima shares,positive
shares closed,positive
closed slightly,positive
slightly higher,positive
higher overall,positive
overall on,positive
on purchase,positive
purchase of,positive
of second,positive
second tier,positive
tier shares,positive
shares in,positive
in a,positive
a low,positive
low volume,positive
volume session,positive
session marred,positive
marred by,positive
by technical,positive
technical problems,positive
problems at,positive
at the,positive
the bolsa,positive
they forecast,positive
forecast stability,positive
stability or,positive
or gains,positive
gains on,positive
on tuesday,positive
tuesday due,positive
due to,positive
to pending,positive
pending purchase,positive
purchase orders,positive
among second,positive
second tier,positive
tier shares,positive
miner orcopampa,positive
orcopampa gained,positive
gained one,positive
one percent,positive
percent to,positive
soles while,positive
while another,positive
another miner,positive
arcata was,positive
was up,positive
the combined,positive
combined company,positive
to be,positive
be called,positive
called mfs,positive
mfs worldcom,positive
will provide,positive
provide a,positive
a single,positive
single source,positive
source for,positive
for a,positive
a full,positive
full range,positive
range of,positive
of local,positive
long distance,positive
internet and,positive
and international,positive
international service,positive
service over,positive
over an,positive
an advanced,positive
advanced fiber,positive
fiber optic,positive
optic network,positive
on a,positive
a day,positive
day latin,positive
latin american,positive
american tour,positive
tour intended,positive
intended to,positive
to show,positive
show japanese,positive
japanese firms,positive
firms the,positive
the region,positive
region was,positive
was again,positive
again ripe,positive
ripe for,positive
for investment,positive
investment after,positive
after the,positive
the lost,positive
lost decade,positive
of the,positive
the debt,positive
debt crises,positive
crises and,positive
and s,positive
s hyperinflation,positive
hashimoto had,positive
had been,positive
been expected,positive
expected to,positive
to focus,positive
on friday,positive
friday the,positive
the ftse,positive
index closed,positive
closed at,positive
israeli prime,positive
prime minister,positive
minister benjamin,positive
benjamin netanyahu,positive
netanyahu said,positive
said on,positive
on monday,positive
monday he,positive
he expected,positive
expected progress,positive
progress in,positive
in the,positive
the stalled,positive
stalled peace,positive
peace process,positive
process with,positive
with the,positive
the palestinians,positive
palestinians in,positive
i was,positive
left with,positive
with the,positive
the impression,positive
impression that,positive
that there,positive
there will,positive
will be,positive
be concrete,positive
concrete progress,positive
progress made,positive
made in,positive
in the,positive
the context,positive
context of,positive
of the,positive
the palestinian,positive
palestinian track,positive
track soon,positive
european bourses,positive
bourses closed,positive
closed mixed,positive
mixed on,positive
on tuesday,positive
tuesday with,positive
with london,positive
london clawing,positive
clawing back,positive
back most,positive
most of,positive
of the,positive
the day,positive
day s,positive
s losses,positive
losses despite,positive
despite an,positive
an unsteady,positive
unsteady start,positive
start on,positive
on wall,positive
wall street,positive
but it,positive
it recovered,positive
recovered at,positive
at the,positive
the close,positive
close of,positive
tuesday s,positive
s patchy,positive
patchy showing,positive
showing in,positive
in london,positive
london followed,positive
followed a,positive
a string,positive
string of,positive
of records,positive
records last,positive
last week,positive
culminating in,positive
in friday,positive
friday s,positive
s trading,positive
trading high,positive
high of,positive
fuelled by,positive
by a,positive
a wave,positive
wave of,positive
of european,positive
eurobourses end,positive
end mixed,positive
mixed but,positive
but london,positive
alexandre lamfalussy,positive
president of,positive
of the,positive
the european,positive
european monetary,positive
monetary institute,positive
institute emi,positive
the forerunner,positive
forerunner to,positive
to europe,positive
europe s,positive
s central,positive
central bank,positive
told a,positive
a business,positive
business group,positive
i am,positive
am reasonably,positive
reasonably confident,positive
confident that,positive
that european,positive
european economic,positive
economic and,positive
and monetary,positive
monetary union,positive
lamfalussy based,positive
based his,positive
his optimism,positive
optimism on,positive
on the,positive
the fact,positive
fact that,positive
that european,positive
european nations,positive
nations were,positive
were showing,positive
showing the,positive
the necessary,positive
necessary political,positive
political will,positive
will to,positive
to meet,positive
meet prescribed,positive
prescribed entry,positive
entry criteria,positive
having already,positive
already made,positive
made considerable,positive
considerable progress,positive
progress on,positive
there is,positive
is a,positive
a clear,positive
clear determination,positive
determination on,positive
on behalf,positive
behalf of,positive
of governments,positive
governments to,positive
to meet,positive
meet the,positive
the criteria,positive
lamfalussy said,positive
nations have,positive
have said,positive
said they,positive
they would,positive
would do,positive
do so,positive
so and,positive
matsushita profit,positive
profit recovers,positive
recovers strongly,positive
strongly in,positive
in april,positive
japanese electronics,positive
electronics giant,positive
giant matsushita,positive
matsushita electric,positive
electric industrial,positive
industrial co,positive
ltd said,positive
said tuesday,positive
tuesday it,positive
it has,positive
has a,positive
a very,positive
very strong,positive
strong recovery,positive
recovery in,positive
in group,positive
group profits,positive
profits in,positive
in the,positive
the first,positive
first quarter,positive
quarter of,positive
of the,positive
matsushita posted,positive
posted net,positive
net profit,positive
profit of,positive
billion yen,positive
on a,positive
a group,positive
group basis,positive
basis in,positive
in the,positive
the three,positive
three months,positive
months to,positive
to june,positive
rebounding from,positive
from a,positive
a huge,positive
huge loss,positive
loss of,positive
billion yen,positive
sales in,positive
in the,positive
the april,positive
april june,positive
june period,positive
period were,positive
trillion yen,positive
up from,positive
trillion yen,positive
our business,positive
business in,positive
in the,positive
the first,positive
first quarter,positive
quarter of,positive
of the,positive
the current,positive
current business,positive
business year,positive
was better,positive
better than,positive
than the,positive
the same,positive
same period,positive
period a,positive
a year,positive
year ago,positive
ago both,positive
both in,positive
in japan,positive
japan and,positive
and abroad,positive
in japan,positive
consumer spending,positive
spending and,positive
and companies,positive
capital investment,positive
investment were,positive
were rebounding,positive
rebounding gradually,positive
and the,positive
the nation,positive
nation s,positive
s economy,positive
economy was,positive
was on,positive
on a,positive
a gradual,positive
gradual recovery,positive
recovery trend,positive
although some,positive
some worries,positive
worries over,positive
over the,positive
the future,positive
future of,positive
of the,positive
the economy,positive
hijack of,positive
of sudanese,positive
sudanese airliner,positive
airliner ends,positive
police said,positive
said the,positive
the hijack,positive
hijack drama,positive
drama ended,positive
ended peacefully,positive
peacefully and,positive
and six,positive
six of,positive
of the,positive
the hostage,positive
hostage takers,positive
takers had,positive
lloyd s,positive
s insurance,positive
insurance market,positive
market said,positive
said more,positive
more than,positive
percent of,positive
of its,positive
its worldwide,positive
worldwide membership,positive
membership had,positive
had accepted,positive
accepted the,positive
the offer,positive
up from,positive
from the,positive
percent acceptance,positive
acceptance level,positive
level it,positive
he said,positive
said he,positive
he was,positive
was delighted,positive
delighted by,positive
by the,positive
the u,positive
u s,positive
court ruling,positive
which overturned,positive
overturned an,positive
an injunction,positive
injunction granted,positive
granted by,positive
by a,positive
a lower,positive
lower court,positive
court to,positive
to a,positive
a group,positive
group of,positive
of u,positive
u s,positive
as investors,positive
investors in,positive
in the,positive
newly merged,positive
merged mfs,positive
mfs worldcom,positive
worldcom inc,positive
inc seems,positive
seems well,positive
well placed,positive
placed to,positive
to win,positive
win high,positive
high profits,positive
profits from,positive
from the,positive
the most,positive
most lucrative,positive
lucrative section,positive
section of,positive
of europe,positive
europe s,positive
s telecommunications,positive
telecommunications market,positive
the corporate,positive
corporate sector,positive
this merger,positive
merger is,positive
is really,positive
really driven,positive
driven by,positive
by the,positive
the need,positive
need to,positive
to strengthen,positive
strengthen themselves,positive
themselves in,positive
in their,positive
their newly,positive
newly opened,positive
opened up,positive
up home,positive
home market,positive
said john,positive
john matthews,positive
for high,positive
high technology,positive
precious metals,positive
metals prices,positive
prices had,positive
had turned,positive
turned higher,positive
higher on,positive
on tuesday,positive
tuesday when,positive
when london,positive
london based,positive
based dealers,positive
dealers returned,positive
returned after,positive
after their,positive
their late,positive
late summer,positive
gold fixed,positive
fixed at,positive
per ounce,positive
its highest,positive
highest since,positive
since august,positive
and compared,positive
compared with,positive
the bourse,positive
bourse hit,positive
hit a,positive
a string,positive
string of,positive
of records,positive
records last,positive
last week,positive
culminating in,positive
in friday,positive
friday s,positive
s trading,positive
many people,positive
people are,positive
are still,positive
still away,positive
a lot,positive
lot of,positive
of positions,positive
positions might,positive
might have,positive
have been,positive
been unwound,positive
unwound over,positive
more hostages,positive
hostages freed,positive
freed from,positive
from hijacked,positive
hijacked sudanese,positive
